"loan_id","is_first_loan","fully_repaid_previous_loans","currently_repaying_other_loans","total_credit_card_limit","avg_percentage_credit_card_limit_used_last_year","saving_amount","checking_amount","is_employed","yearly_salary","age","dependent_number"
926017,0,1,0,3000,0.71,1219,1717,1,36300,40,7
585485,0,1,0,6600,0.73,614,4202,0,0,36,3
583468,1,NA,NA,4200,0.72,1486,1996,0,0,70,3
129174,0,1,0,2500,0.85,970,1493,0,0,30,4
995890,0,1,1,6000,0.81,1194,1695,0,0,29,8
740572,0,0,0,3100,0.65,1052,1114,0,0,49,5
694532,1,NA,NA,3200,0.7,435,18,0,0,48,1
453505,0,1,0,5300,0.88,6455,6337,1,32400,41,1
982888,1,NA,NA,1100,0.79,1746,238,0,0,53,2
287286,1,NA,NA,0,NA,586,1247,1,42400,51,1
980120,1,NA,NA,5900,0.8,480,75,1,24400,58,2
460548,1,NA,NA,5300,0.93,1932,3438,1,45500,64,1
121618,0,1,0,3400,0.36,2744,4146,1,46300,39,1
592757,0,1,0,3100,0.9,567,2806,1,27400,39,0
197202,0,1,1,1800,0.47,452,2108,0,0,39,2
463942,0,1,0,5500,0.41,4219,5444,1,41700,33,3
437135,1,NA,NA,0,NA,1276,2267,0,0,67,7
481213,1,NA,NA,3400,0.81,1451,1684,0,0,59,4
350326,0,0,1,1800,0.86,914,3178,1,32300,37,0
281106,0,1,0,4400,0.33,2144,7497,1,34400,37,4
662434,0,1,0,6900,0.88,324,707,0,0,43,6
888242,0,1,0,4600,0.54,1211,3863,1,21400,40,1
542937,1,NA,NA,5200,0.99,1881,2218,0,0,31,8
363527,0,1,1,3400,0.69,1308,1665,0,0,35,6
259482,0,1,1,0,NA,340,1526,0,0,43,8
607028,1,NA,NA,10100,0.25,6401,1664,1,38800,29,1
679319,1,NA,NA,4300,0.64,780,2384,0,0,42,5
975644,1,NA,NA,2500,0.17,1178,1320,0,0,33,1
518984,0,1,1,2500,0.79,1573,3634,0,0,36,8
440962,0,1,0,5700,0.89,1126,3139,0,0,45,1
767102,0,1,1,1700,0.66,996,1949,0,0,22,1
856748,0,1,0,4600,0.62,1742,626,1,28200,41,1
704880,0,1,1,5000,0.88,431,2590,0,0,41,8
793453,0,1,0,7600,0.82,3731,5106,1,4800,19,1
410878,0,0,1,4200,0.67,175,2641,0,0,34,3
935045,1,NA,NA,6700,0.69,402,2710,1,31700,33,8
469713,0,0,0,2600,0.43,2232,6358,0,0,32,4
922543,1,NA,NA,6100,0.77,2561,2425,1,29400,58,8
209842,1,NA,NA,2400,0.44,635,2891,1,27300,70,7
776141,1,NA,NA,3900,0.55,4920,5314,1,43400,41,8
446741,1,NA,NA,700,0.78,1393,2022,1,32100,41,0
172669,1,NA,NA,8100,0.78,3821,1318,1,24700,78,3
121073,1,NA,NA,6500,0.7,5669,2295,0,0,44,1
181170,1,NA,NA,2900,0.41,1179,1226,1,29100,50,2
597581,1,NA,NA,4000,0.85,1741,9062,0,0,26,4
619466,1,NA,NA,2100,1.02,1154,1574,1,23000,55,8
769924,1,NA,NA,3500,0.64,3634,2760,1,25500,19,5
649518,1,NA,NA,3500,0.77,766,1455,1,22100,38,1
788118,1,NA,NA,4800,0.84,700,3009,1,23500,27,4
921145,0,1,0,7800,0.6,1574,8044,0,0,71,6
58628,1,NA,NA,2600,0.47,1442,2214,0,0,19,8
879639,1,NA,NA,11200,0.85,2277,7490,1,26100,45,1
823457,1,NA,NA,4800,0.58,425,3055,0,0,32,5
88352,1,NA,NA,2300,0.76,897,790,1,44800,43,4
123598,0,1,1,3300,0.65,1000,2219,1,11200,56,2
292520,0,1,1,5000,0.66,731,2316,0,0,50,3
741754,0,1,0,3700,0.45,1024,2262,0,0,60,7
412817,0,1,0,3600,0.71,3817,9127,1,27500,37,8
60334,0,1,0,4100,0.55,114,3518,0,0,26,8
471602,0,1,0,5200,0.57,4290,6293,1,21600,51,0
200491,0,1,0,3700,0.92,4589,6240,1,36800,57,0
606494,0,1,0,4600,0.74,548,2158,1,32900,26,2
382116,0,1,1,1900,0.48,1690,2826,1,41200,38,4
112912,1,NA,NA,3300,0.3,4251,2308,1,17400,28,7
651205,1,NA,NA,4200,0.83,2684,1283,1,25400,57,8
677177,1,NA,NA,3600,0.73,1143,2481,0,0,44,8
897631,1,NA,NA,6200,0.85,949,2643,0,0,37,1
751471,1,NA,NA,0,NA,906,1723,0,0,60,1
619461,0,1,0,4600,0.92,2235,8719,1,61500,32,2
174093,1,NA,NA,4400,0.67,1295,1474,0,0,50,0
378604,0,1,0,3100,0.93,910,2917,1,30400,55,3
768009,0,1,1,0,NA,385,1151,0,0,59,4
566883,0,1,0,5100,0.5,3082,6640,0,0,48,5
394556,1,NA,NA,5200,0.79,3707,4724,1,43900,57,4
144965,1,NA,NA,8200,0.95,10,1464,1,24500,72,3
605665,1,NA,NA,6700,0.64,4320,5099,1,35900,49,8
312887,1,NA,NA,8500,0.88,3549,3727,1,55000,59,1
697694,0,1,0,600,0.77,530,2583,0,0,44,3
700960,1,NA,NA,4800,0.83,1702,3564,1,49000,40,2
899693,0,1,0,3200,0.56,5336,3660,1,62700,27,1
289187,0,1,0,5400,0.85,4719,4325,1,15900,22,5
124131,1,NA,NA,4100,0.6,598,3256,1,58200,34,2
521436,1,NA,NA,5100,0.88,902,2179,0,0,46,8
265519,0,1,1,0,NA,1381,1728,1,38500,55,4
334655,0,1,0,5000,0.84,1346,6369,1,45000,56,6
591584,0,1,0,4900,0.77,2079,1045,1,23700,47,1
726908,1,NA,NA,6400,0.8,412,3137,1,59100,35,3
573553,1,NA,NA,5200,0.23,6219,3072,1,43000,60,1
79682,1,NA,NA,4300,0.86,2246,3475,1,20000,40,1
167081,1,NA,NA,6900,0.5,3891,5117,1,60400,35,5
56387,1,NA,NA,4300,0.93,958,941,0,0,27,8
513472,1,NA,NA,1400,0.82,611,2154,0,0,60,2
383646,1,NA,NA,5900,0.71,3759,5278,1,29100,61,2
905625,1,NA,NA,4000,1.03,1623,2183,0,0,39,0
534612,0,1,0,2800,0.73,1055,1913,0,0,37,8
757925,1,NA,NA,5100,0.3,3308,2013,1,30300,58,8
854586,0,1,1,6000,0.7,1837,2097,1,15100,51,8
956135,1,NA,NA,0,NA,1293,1531,0,0,50,8
256310,0,1,0,3900,0.69,1169,3969,0,0,27,4
63257,0,1,1,5700,0.98,1425,1538,0,0,60,8
546815,1,NA,NA,3100,0.62,2601,3082,1,27300,57,2
414989,0,1,1,0,NA,1532,2001,0,0,27,1
327711,1,NA,NA,8300,0.82,2337,4307,1,21300,19,4
684148,1,NA,NA,4200,0.67,3599,6961,1,49600,31,3
793161,0,0,1,3400,0.67,785,3620,0,0,58,2
805150,1,NA,NA,5600,0.54,1455,3026,0,0,37,1
187097,1,NA,NA,7200,0.5,5301,6994,1,8600,42,2
500889,1,NA,NA,2100,0.82,862,3101,0,0,38,8
402613,1,NA,NA,2100,0.91,912,3138,1,27400,27,2
699650,1,NA,NA,0,NA,272,451,1,22200,30,8
543241,0,1,0,4800,0.54,1445,3597,1,29100,29,6
522881,0,1,0,2600,0.53,1668,5463,1,36900,42,8
804830,0,1,0,1000,0.84,771,714,1,21900,52,3
583400,1,NA,NA,4900,0.75,265,2365,1,55800,27,8
570254,1,NA,NA,6800,0.61,4215,3385,1,41900,61,1
445596,1,NA,NA,0,NA,1681,2780,1,13900,64,5
466366,0,1,0,2900,0.71,831,3192,0,0,41,8
92233,1,NA,NA,2700,0.84,2575,5472,1,44800,30,8
616155,0,1,1,2900,0.71,1444,2012,0,0,23,4
633350,0,1,1,0,NA,1621,410,1,39100,25,6
34918,1,NA,NA,9300,1.05,1067,5418,1,35000,64,2
363615,1,NA,NA,0,NA,889,2106,0,0,53,2
454816,0,0,0,8600,0.93,639,1198,1,34300,47,2
966860,0,1,0,1200,0.88,636,2781,0,0,42,3
160049,1,NA,NA,3400,0.65,1727,2497,0,0,41,1
317841,1,NA,NA,0,NA,1128,1284,1,12700,48,8
978286,1,NA,NA,7200,0.6,1285,7680,1,10400,45,8
923989,0,0,1,2000,0.71,343,1580,1,33000,19,2
664433,1,NA,NA,4700,0.87,3158,7339,1,52800,60,1
81209,1,NA,NA,3400,0.57,2094,2946,1,54400,39,1
414980,1,NA,NA,3000,0.68,1027,1875,1,24600,58,8
89014,0,1,0,1100,0.8,1733,1104,1,35600,29,6
787254,0,1,0,1500,1.01,1081,1264,0,0,36,7
695036,0,1,0,0,NA,5077,5298,1,27100,48,3
236570,1,NA,NA,2900,0.7,1280,740,1,20300,41,8
730183,1,NA,NA,3200,0.62,1508,3319,1,15800,50,2
472730,1,NA,NA,5300,0.74,3257,3141,1,14500,27,3
118578,0,1,0,8000,0.89,3246,3241,1,46900,69,3
962232,0,1,0,0,NA,1440,2564,0,0,46,2
507907,0,1,0,4100,0.79,3438,5384,1,37200,40,5
444559,1,NA,NA,3200,0.66,130,3924,1,58400,36,3
839218,1,NA,NA,1300,0.54,1364,2840,0,0,48,8
632008,0,1,0,5100,0.67,765,6114,1,25500,27,5
895420,1,NA,NA,4900,0.42,1660,4394,1,47200,42,4
420422,1,NA,NA,5900,0.81,773,3533,0,0,30,4
54757,0,1,0,6100,0.31,2276,5327,0,0,34,0
941481,0,1,0,4900,0.52,4504,2765,1,39200,45,7
133716,1,NA,NA,3400,1.07,1779,2379,0,0,72,5
164371,0,1,0,7000,0.87,1638,3302,0,0,47,2
889862,0,1,0,3000,0.67,1230,1516,0,0,56,6
503387,1,NA,NA,0,NA,1808,3765,0,0,38,8
792549,0,1,1,4000,0.91,822,1143,0,0,33,6
942519,0,1,0,5600,0.84,1199,1709,1,33700,34,1
358118,0,1,0,2600,0.73,993,6638,1,33200,49,7
627610,1,NA,NA,5700,0.52,257,8026,1,27400,65,1
387936,0,1,0,5900,0.99,437,1551,1,37600,38,8
592528,1,NA,NA,0,NA,1375,1790,1,14400,47,1
426775,0,1,1,1700,0.87,1076,596,0,0,39,4
107150,1,NA,NA,2400,0.38,809,908,0,0,23,2
256060,1,NA,NA,1100,0.9,493,1655,0,0,21,8
324497,1,NA,NA,6000,0.79,4060,2268,1,50900,38,4
776767,1,NA,NA,3600,1,1580,1168,0,0,22,4
738573,0,1,0,4200,0.39,1904,8784,1,42700,44,1
60284,1,NA,NA,5300,0.86,1521,1428,1,52200,35,5
992452,1,NA,NA,3800,0.54,4072,6383,1,41100,41,1
986352,1,NA,NA,4200,0.87,3958,2176,1,49200,22,2
917891,0,1,1,5000,0.55,4062,4455,0,0,44,3
649659,0,1,0,3100,1.02,459,2036,0,0,49,1
589338,1,NA,NA,6400,0.88,503,1731,1,9100,39,1
442881,1,NA,NA,900,0.79,1562,2938,0,0,30,8
595216,0,0,0,2000,0.99,1504,189,0,0,27,0
121751,0,1,1,0,NA,1613,1696,0,0,51,2
218825,0,1,0,3900,0.61,949,661,0,0,36,6
983252,0,1,0,8400,0.78,3549,5679,1,58600,47,5
670536,0,1,0,6200,0.83,3642,1861,1,42900,46,2
960050,0,1,0,4000,0.89,1640,3896,1,52200,31,6
742878,0,1,0,4100,0.64,304,8003,1,43100,57,3
803636,0,1,0,4100,0.48,3067,4644,1,17800,33,3
96818,0,1,1,0,NA,803,2054,0,0,52,4
548244,0,1,0,3100,0.81,797,2120,1,25600,49,2
613087,0,1,1,1100,0.84,1714,2073,0,0,33,2
752523,0,0,1,0,NA,1519,2998,0,0,31,5
905985,0,1,0,5200,0.79,1315,3859,1,45100,28,2
496412,0,1,0,1300,1.09,794,1667,0,0,55,2
869993,0,1,1,4300,0.71,640,675,1,21100,27,1
291410,0,1,0,6300,0.83,757,2137,1,32400,35,3
719836,0,0,0,4400,0.65,481,3780,1,20800,27,2
629108,0,1,0,4000,0.59,2007,6348,1,41600,52,4
645116,1,NA,NA,5700,0.48,779,4804,1,36600,44,8
425051,1,NA,NA,3400,0.88,2270,7670,1,34000,57,8
93822,0,1,1,1600,0.67,854,2551,0,0,37,4
813016,0,1,1,1700,0.78,2797,2347,0,0,47,1
789847,1,NA,NA,1900,0.64,1220,831,1,36500,42,1
691581,1,NA,NA,0,NA,498,1514,1,32600,59,4
573496,1,NA,NA,2700,0.78,1775,967,1,31100,28,3
88224,1,NA,NA,9500,0.53,3910,4719,1,22300,59,4
344180,1,NA,NA,4900,0.29,6439,4864,1,40000,38,1
264660,1,NA,NA,5300,0.47,1926,4527,1,33300,20,1
861414,0,1,1,500,0.82,730,2594,1,22400,24,6
634247,0,1,0,6100,0.67,3211,3160,1,21500,35,4
363404,1,NA,NA,7600,0.78,118,166,0,0,57,8
766217,1,NA,NA,6400,0.44,1446,6200,1,32200,57,1
82262,1,NA,NA,4200,0.96,1101,2463,1,32000,28,7
633319,0,1,1,0,NA,1937,2013,0,0,66,2
235156,1,NA,NA,2400,0.74,1187,3788,1,36300,47,6
772614,1,NA,NA,2800,0.51,600,3882,1,25000,67,2
485861,0,1,1,5000,0.83,1212,1568,0,0,37,3
370797,1,NA,NA,2300,0.84,910,2488,0,0,22,5
971116,1,NA,NA,2600,0.95,66,2407,0,0,28,3
239905,1,NA,NA,5800,0.81,1004,1487,1,34400,20,5
753468,1,NA,NA,6300,0.41,2001,8455,1,36700,22,1
977482,0,1,0,6400,0.37,5809,9610,1,26100,21,2
403191,0,1,0,5200,0.34,3067,6078,1,52500,51,1
896590,0,1,0,7900,0.45,527,2014,1,44900,64,1
61597,0,1,1,5900,0.83,1549,2106,0,0,63,1
419159,1,NA,NA,4200,0.7,3950,4055,1,31400,33,1
48301,0,1,1,2200,0.5,710,2083,1,26700,46,4
980692,0,1,0,7500,0.69,4307,2492,1,37200,23,3
413991,1,NA,NA,5300,0.71,406,3863,0,0,37,8
711320,1,NA,NA,3400,0.92,568,497,0,0,54,4
368609,0,1,0,900,0.77,315,1816,1,29700,51,4
84869,1,NA,NA,3900,0.49,1972,3529,1,50300,34,8
298658,1,NA,NA,2800,0.86,587,2258,0,0,38,8
103261,1,NA,NA,4100,1.06,1812,10267,1,33400,18,8
442258,1,NA,NA,2400,1.02,4042,6838,1,53200,19,1
339512,0,1,0,3900,0.38,6089,522,1,7800,63,0
791691,0,1,1,5800,0.86,423,3721,0,0,35,1
260166,0,1,0,7000,0.42,2086,2853,1,19900,52,5
101191,0,1,0,3900,0.84,3408,7245,1,62600,27,7
587950,0,1,0,6200,0.83,839,4005,1,26300,27,8
716881,0,1,1,6100,0.53,1390,2765,1,21900,46,2
11841,1,NA,NA,0,NA,1565,1851,0,0,18,3
951662,0,1,1,6300,1,47,2136,0,0,30,8
753794,0,1,1,800,0.64,186,206,1,43400,30,2
414567,0,1,1,1100,0.42,886,2649,1,11000,51,1
617665,1,NA,NA,4900,0.48,4205,8406,1,38600,28,2
189241,0,0,0,3000,0.89,133,1686,0,0,41,8
786264,0,1,0,0,NA,1152,2729,1,28500,59,4
10704,0,0,1,4500,0.53,864,2566,0,0,26,2
651981,1,NA,NA,5700,0.76,4172,2519,1,7100,36,8
521994,1,NA,NA,0,NA,1147,791,0,0,31,2
818993,1,NA,NA,3900,0.97,575,3197,1,28500,63,4
534671,0,0,0,4700,0.95,534,3012,1,34900,20,1
604176,1,NA,NA,2500,0.67,1266,1943,0,0,40,8
49266,1,NA,NA,5100,0.63,5730,7490,1,23600,55,1
444056,1,NA,NA,2100,0.6,1295,1688,0,0,25,8
690001,0,1,1,2300,0.88,1667,1011,0,0,36,4
466544,1,NA,NA,5700,0.79,562,5366,1,8800,54,6
561675,0,1,0,7000,0.32,2919,2385,1,43000,44,2
739013,0,1,1,0,NA,950,1186,1,22700,44,8
153594,1,NA,NA,9000,0.74,3883,5671,1,41200,43,0
246966,0,1,0,5500,0.73,4975,3113,0,0,51,1
141589,0,1,0,3100,0.71,757,2191,0,0,31,3
568002,1,NA,NA,6600,0.77,1102,1956,1,24100,53,3
69002,0,1,1,1500,0.82,375,1592,1,30700,40,2
977432,0,1,1,2900,0.98,740,3598,1,8300,56,3
438583,0,1,0,5000,0.51,5909,4613,1,35700,64,1
107503,1,NA,NA,5500,0.98,2848,4500,1,23000,31,2
845037,1,NA,NA,1800,0.63,664,1524,0,0,31,6
258313,1,NA,NA,4500,1.09,767,2597,0,0,29,3
782761,0,1,1,0,NA,573,2827,1,14000,39,8
518774,0,0,0,4500,0.95,426,1342,1,40700,34,1
308393,0,1,1,3500,0.79,1203,560,1,25000,65,8
828599,1,NA,NA,5400,0.71,6362,2069,1,22000,58,2
822323,1,NA,NA,3900,0.71,538,6993,1,64100,46,1
965653,1,NA,NA,5000,1.07,744,7943,1,21900,22,5
598724,0,1,1,6800,0.72,3646,3069,1,67100,28,2
902521,1,NA,NA,3400,0.56,876,2286,1,3300,56,1
285303,1,NA,NA,1200,0.67,1169,1315,0,0,39,5
761994,1,NA,NA,4400,0.51,1525,7010,1,46200,24,6
804980,0,1,1,0,NA,589,1313,0,0,31,1
403636,1,NA,NA,4500,0.75,1454,5507,1,23300,46,0
66381,1,NA,NA,4200,0.94,838,1118,1,14000,30,3
792405,1,NA,NA,3900,0.76,854,1577,0,0,50,8
477527,1,NA,NA,8300,1.02,4392,2268,1,17400,33,2
773387,1,NA,NA,5700,0.78,1902,5088,1,14200,41,3
446039,1,NA,NA,2000,0.78,1037,848,0,0,37,8
237882,0,1,0,2800,0.67,638,6372,1,45600,23,8
814825,1,NA,NA,2400,0.73,1568,570,0,0,66,5
558270,1,NA,NA,6000,0.69,3416,3104,1,34700,54,8
767497,1,NA,NA,8900,0.77,1932,7883,1,29900,54,8
65794,1,NA,NA,4800,0.88,313,2459,1,32300,41,8
874336,1,NA,NA,5400,1.06,3298,5060,1,52600,33,4
119666,0,1,0,0,NA,1144,3574,1,42500,46,0
859766,1,NA,NA,6100,0.81,267,5722,1,30300,44,3
214772,0,1,0,9800,0.55,2478,1632,1,45200,21,0
502322,0,1,1,2300,0.87,808,2926,0,0,46,8
896962,1,NA,NA,2200,0.94,40,2578,0,0,28,5
553478,1,NA,NA,5200,0.36,283,2134,0,0,52,1
628261,1,NA,NA,4100,0.93,4183,1635,1,32900,48,8
95608,1,NA,NA,3200,0.56,2784,5338,1,38500,48,8
966797,1,NA,NA,7400,0.78,664,2044,1,27700,28,6
984379,1,NA,NA,0,NA,94,2125,1,26500,47,7
629937,0,1,0,2900,0.78,476,1782,1,29700,37,8
737280,0,1,0,6100,0.68,2322,6019,1,36800,25,0
669668,1,NA,NA,4500,0.78,439,2187,1,22200,56,6
359224,1,NA,NA,4300,0.69,3216,5572,1,36800,31,1
908762,0,1,0,0,NA,994,3242,0,0,41,3
43579,1,NA,NA,4900,0.61,479,6094,1,33700,29,4
611304,1,NA,NA,4900,0.77,4650,5502,1,52600,39,8
660228,1,NA,NA,7600,0.58,1342,4443,1,44400,22,1
22067,1,NA,NA,3600,0.75,62,5791,1,52600,41,6
246269,0,0,1,2700,0.89,1459,1278,0,0,49,2
773266,0,1,1,0,NA,1559,3232,0,0,28,2
856272,0,1,0,2700,0.59,1798,2864,1,30700,24,4
304552,0,1,0,3300,0.59,862,1377,0,0,47,5
898760,1,NA,NA,1000,0.71,4436,1450,1,44800,60,8
189517,1,NA,NA,1300,0.35,4176,3493,1,42600,33,8
938917,1,NA,NA,1100,0.9,709,1489,0,0,28,3
544937,0,0,1,3800,0.69,1403,2048,1,23400,41,2
363290,0,1,1,3900,0.61,1476,1818,1,33900,60,7
833296,0,1,1,4300,0.8,1498,1573,0,0,55,8
335159,1,NA,NA,3700,0.95,2057,516,1,14500,29,4
191949,0,1,0,6700,0.64,751,8298,0,0,74,2
143437,0,1,0,4200,0.65,1466,10155,1,25000,34,1
223096,0,1,0,2300,0.36,1383,5158,1,53800,24,5
328215,0,1,0,3600,1.09,1709,1559,0,0,24,8
675596,0,1,1,2700,0.69,1084,606,0,0,44,1
432721,1,NA,NA,3900,0.76,1557,824,1,15100,65,2
98973,1,NA,NA,5200,0.39,2298,6893,1,47700,75,3
573128,0,1,0,3500,0.62,1711,6977,0,0,52,4
804909,0,1,0,4900,0.8,340,2578,1,27200,47,1
679170,1,NA,NA,6400,0.34,1409,1725,1,46900,44,8
830654,0,1,0,5400,0.47,3693,5711,1,24100,42,5
14757,1,NA,NA,5700,0.78,1913,4674,1,18200,47,2
870034,1,NA,NA,6100,0.51,3089,6239,0,0,38,2
31584,1,NA,NA,4500,0.67,2087,2787,1,39900,52,4
700362,0,1,0,2600,0.73,407,1578,0,0,38,3
471926,0,1,0,6100,0.55,864,2909,1,38400,47,8
529770,0,1,0,500,0.83,1400,1755,0,0,47,1
870641,0,1,0,3500,0.51,125,1293,1,53000,31,2
464919,1,NA,NA,2000,0.57,1334,2795,0,0,20,6
232244,1,NA,NA,3400,1.09,356,3293,0,0,35,8
648254,1,NA,NA,3500,0.89,924,4096,1,31800,53,0
666126,0,1,1,1800,1.05,1437,3099,0,0,57,1
92886,1,NA,NA,0,NA,313,2284,0,0,64,4
824325,1,NA,NA,800,0.9,1696,993,0,0,38,8
96978,0,1,1,7300,0.32,1834,2997,1,54700,47,1
730503,1,NA,NA,800,0.52,1378,2916,1,31500,23,4
983707,0,0,0,5400,0.49,2023,2831,1,37700,28,1
422893,0,1,1,5800,0.81,976,4138,0,0,41,7
631952,0,1,0,1600,0.38,655,956,0,0,24,2
63792,1,NA,NA,4600,0.76,1729,3250,0,0,35,8
146111,1,NA,NA,4400,0.65,2894,4236,1,33900,71,8
128860,0,1,0,6300,0.32,2899,5319,1,16600,33,1
714832,1,NA,NA,0,NA,907,699,0,0,47,3
779254,0,1,0,6500,0.7,661,4333,1,19600,51,4
264101,0,1,0,0,NA,2714,3865,1,30100,70,3
965922,1,NA,NA,5100,0.63,971,1112,1,20400,20,2
716285,1,NA,NA,5900,0.77,2417,1851,1,46400,43,2
833115,0,1,0,5200,0.24,1424,2483,1,16200,40,1
54747,0,1,0,2500,0.7,1237,10241,1,25600,42,2
56211,1,NA,NA,2400,0.55,215,2733,0,0,52,1
475363,0,1,0,2400,0.53,1084,3317,0,0,32,4
477248,1,NA,NA,2300,0.63,1273,2006,1,44900,50,4
273201,1,NA,NA,3900,0.48,1086,6792,1,47200,42,1
317966,0,1,0,3600,0.85,1053,2472,0,0,23,8
610740,0,1,1,2300,0.95,1118,2345,0,0,42,1
973637,0,1,0,4700,0.87,1512,3466,1,14900,54,2
561847,1,NA,NA,2200,0.98,1391,2732,1,28000,23,2
329935,0,0,0,3700,0.75,1654,1978,1,37600,51,2
279977,1,NA,NA,4600,0.79,714,4694,1,14500,34,2
921456,1,NA,NA,7400,0.65,1205,2938,0,0,44,1
403436,0,1,0,3700,0.9,1628,522,0,0,32,2
79609,1,NA,NA,5100,0.71,924,3051,0,0,34,1
529797,1,NA,NA,6100,0.71,2505,5270,1,11500,79,2
437596,1,NA,NA,6500,0.84,1476,307,0,0,26,1
258156,1,NA,NA,1600,1.08,1018,564,1,15000,22,5
309395,1,NA,NA,5600,0.86,1111,7642,1,30300,30,6
647797,1,NA,NA,2900,0.88,972,3887,1,20400,33,1
819560,0,1,1,3500,0.95,901,2821,0,0,41,2
938614,0,1,1,600,0.81,733,1357,1,25300,58,5
820274,1,NA,NA,5500,0.95,861,1712,1,19800,48,1
168187,1,NA,NA,2300,0.76,2153,1522,1,23600,21,8
576769,1,NA,NA,7400,0.95,4317,5845,1,52600,38,2
268077,1,NA,NA,3200,0.77,519,2781,0,0,70,1
659449,0,1,1,7300,0.68,1105,3557,1,23900,50,3
35678,1,NA,NA,6800,0.63,556,2306,1,59200,30,7
579091,0,1,0,5200,0.65,1990,1016,1,42100,60,1
259535,0,1,1,0,NA,464,4093,0,0,47,8
96475,0,1,0,4100,0.71,483,6940,1,20500,37,1
260163,0,1,0,3000,0.96,1374,5625,1,29700,38,1
875084,0,1,0,3200,0.92,546,2508,1,30500,48,4
683333,0,0,1,1700,0.93,934,905,0,0,36,8
723250,0,1,0,4200,0.77,3087,6182,1,14900,31,8
107993,0,1,1,3800,0.99,519,2072,1,27900,24,8
49444,0,1,0,4400,0.78,316,2005,0,0,45,7
723514,1,NA,NA,3300,0.95,1203,3585,1,6500,36,2
24886,0,1,1,2500,0.82,664,2356,0,0,49,2
435388,0,1,0,5100,0.87,1186,6341,1,30500,29,1
719178,1,NA,NA,7400,0.73,4086,8334,1,55700,39,5
583319,0,0,0,5000,0.7,2438,4083,1,69400,37,1
630654,1,NA,NA,900,0.55,203,3359,0,0,29,2
928019,0,1,0,0,NA,1151,1214,1,29100,30,3
228900,0,0,0,1300,0.87,1050,1588,0,0,28,3
164821,1,NA,NA,0,NA,1635,1551,1,25300,27,3
237987,0,1,1,3000,0.77,3352,4147,1,20000,56,8
761428,1,NA,NA,0,NA,545,4339,1,7600,33,4
104559,0,1,0,5100,0.99,2400,10800,1,38800,60,3
291185,1,NA,NA,2500,0.74,953,498,0,0,47,5
634145,1,NA,NA,3600,0.75,3762,5652,1,25400,30,3
578060,1,NA,NA,4700,0.65,1405,6544,0,0,21,2
113297,1,NA,NA,5500,0.77,1091,4329,1,37200,37,1
853940,1,NA,NA,7100,0.71,235,5237,1,34600,34,1
384739,0,1,0,4900,0.44,852,2898,0,0,59,8
395804,1,NA,NA,3200,1,1544,3548,0,0,46,4
560643,1,NA,NA,3000,0.89,1072,1157,1,33100,35,1
451098,1,NA,NA,3000,1,923,3420,0,0,56,4
628878,0,1,1,3300,0.84,1210,1590,0,0,35,3
593830,0,1,1,2800,0.47,1423,3913,0,0,42,1
634531,1,NA,NA,3000,0.65,2063,3283,1,22800,42,1
417541,1,NA,NA,4600,0.76,1702,1191,0,0,64,8
131605,0,1,1,3900,0.77,533,7081,1,35800,53,1
463513,1,NA,NA,5800,0.5,3380,4536,1,37200,30,0
251748,0,1,1,7200,0.7,4299,3432,1,48800,71,0
605922,0,0,0,2800,0.72,1030,27,1,35500,18,1
803938,0,1,1,3700,0.9,773,2730,0,0,25,3
17231,1,NA,NA,4000,0.57,5490,3919,1,51200,53,3
138940,1,NA,NA,4900,0.63,4480,6634,1,36100,36,8
568947,0,1,0,5900,0.96,711,5833,1,40100,32,1
256540,1,NA,NA,3300,0.54,1824,945,1,28900,53,3
77477,1,NA,NA,3500,0.79,4888,3194,0,0,34,7
402640,1,NA,NA,3000,0.71,3188,4295,1,43500,44,4
57174,0,1,1,8100,0.87,2888,6938,1,33400,29,6
810163,1,NA,NA,4400,0.36,6794,3643,1,24100,44,2
360125,1,NA,NA,4900,0.51,698,5890,1,19700,67,2
934459,0,1,0,6100,0.71,4744,3539,1,5700,29,2
153445,1,NA,NA,0,NA,567,3024,0,0,47,1
860845,0,1,0,3200,0.93,764,3259,1,33900,61,5
683462,1,NA,NA,5900,0.49,1136,938,0,0,60,1
285818,0,1,1,5300,0.41,1154,856,0,0,34,1
724378,0,1,0,4000,0.74,1978,3104,0,0,36,8
551785,1,NA,NA,1100,0.85,800,3355,0,0,43,1
564621,1,NA,NA,4700,0.83,638,1340,0,0,60,3
912666,1,NA,NA,2900,0.9,1048,3225,0,0,29,2
199141,1,NA,NA,1300,0.63,777,2113,0,0,24,2
980188,1,NA,NA,5700,0.77,772,843,0,0,42,8
327450,1,NA,NA,3800,0.64,1251,3189,1,5300,23,6
951984,1,NA,NA,7500,0.88,278,4790,1,29500,47,7
300884,0,1,0,2300,0.8,864,3904,0,0,29,8
691249,1,NA,NA,0,NA,851,1226,1,23500,53,3
915588,0,1,0,2200,0.69,970,3046,1,26600,42,7
123781,0,1,0,3300,0.8,1122,3095,1,29900,52,3
993471,1,NA,NA,7800,0.68,2297,1834,1,34700,47,3
252765,1,NA,NA,3500,0.62,4287,7419,1,53300,27,4
971399,1,NA,NA,7500,0.52,3492,2677,0,0,37,1
206593,0,1,0,4400,0.87,1448,3254,1,53900,60,8
350059,0,1,1,3700,0.74,1548,3190,1,40800,33,3
